id,APP,commit url,types,cases,explanation,consequences,source-code locations,defect-triggering tests,correct source-code paths,consequences_details
165,h2oai/h2ogpt,https://github.com/h2oai/h2ogpt/tree/15f3a2d564541020f78cfc83bc90722dcda8a960,imprecise knowledge retrieval,/,Mismatch Between Query Response and Source Document Ordering in a Captive Network with Multiple ,"ST,TK","openai_server/server.py
src/utils.py","1. Set up h2ogpt: Ensure the project is correctly set up in your local environment.
2. Configure the system to connect to a captive network with multiple source documents.
3. Run h2ogpt: Execute `python app.py` or the relevant command to start the server.
4. Upload multiple source documents to the captive network.
5. Open the query interface in the web UI.
6. Enter a query related to the content of the source documents.
7. Observe if there is a mismatch between the query response and the ordering of the information in the source documents.(for example, ""TypeError: 'NoneType' object is not iterable"")",['src/utils.py'],"['fail-stops', 'more tokens']"
166,h2oai/h2ogpt,https://github.com/h2oai/h2ogpt/tree/15f3a2d564541020f78cfc83bc90722dcda8a960,privacy violation,/,an illegal memory access was encountered ,IS,src/create_data.py,"1. Set up h2ogpt: Ensure the project is correctly set up in your local environment.
2. Prepare the system with a dataset or configuration that may trigger memory access issues.
3. Run h2ogpt: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query that processes a large dataset or requires significant computational resources.
6. Observe if an error message indicating ""an illegal memory access was encountered"" occurs during the processing.",['src/create_data.py'],['insecure']
167,h2oai/h2ogpt,https://github.com/h2oai/h2ogpt/tree/15f3a2d564541020f78cfc83bc90722dcda8a960,insufficient history management,/,"without filtering data stuffed into context, it pushes LLM into bad outputs ",IC,"src/prompter.py
openai_server/server.py","1. Set up h2ogpt: Ensure the project is correctly set up in your local environment.
2. Upload or configure a dataset that includes noisy or irrelevant data.
3. Run h2ogpt: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query that retrieves information from the dataset.
6. Observe if the LLM produces bad outputs due to the noisy or irrelevant data being included in the context without filtering.",['src/prompter.py'],['incorrectness']
168,h2oai/h2ogpt,https://github.com/h2oai/h2ogpt/tree/15f3a2d564541020f78cfc83bc90722dcda8a960,lacking restrictions in prompt,case1,Limited Max output tokens,IC,"src/gpt4all_llm.py
openai_server/server.py","1. Set up h2ogpt: Ensure the project is correctly set up in your local environment.
2. Configure the maximum output tokens limit in the configuration file.
3. Run h2ogpt: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query that requires a detailed and lengthy response.
6. Observe if the response is cut off or limited in length due to the maximum output tokens limit configured.(for example, ModuleNotFoundError: No module named 'some_module')",['src/gpt4all_llm.py'],['incorrectness']
169,h2oai/h2ogpt,https://github.com/h2oai/h2ogpt/tree/15f3a2d564541020f78cfc83bc90722dcda8a960,unclear context in prompt,case1,No DB is used despite it's existing,IC,"models/gpu_mem_track.py
src/utils.py","1. Set up h2ogpt: Ensure the project is correctly set up in your local environment.
2. Configure the system to connect to an existing database.
3. Run h2ogpt: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query that should retrieve data from the database.
6. Observe if the response utilizes the database for retrieving information or if the database is not used despite its existence. Monitor server logs or terminal output for any indications that the database is not being accessed.","['src/utils.py', 'models/gpu_mem_track.py']",['incorrectness']
170,Jerk400/h2ogpt-dev-local,https://github.com/Jerk400/h2ogpt-dev-local/tree/ba56d6471080ec447c7c5347a2d4765ae4dba5b4,unclear context in prompt,/,The LLM's answers sometimes contradict the truth or the content of the uploaded file,IC,"src/prompter.py
src/h2oai_pipeline.py","1.In the the application, select a character to converse with.
2.Ask the character vague or ambiguous questions/overly complex or contradictory Information
like ""Explain what it is."" or ""If the sun were blue, what color would the moon be?""","['src/prompter.py', 'src/h2oai_pipeline.py']",['incorrectness']
171,Jerk400/h2ogpt-dev-local,https://github.com/Jerk400/h2ogpt-dev-local/tree/ba56d6471080ec447c7c5347a2d4765ae4dba5b4,missing llm input format validation,/,The analysis of PPT documents needs optimization,IC,"models/modelling_RW_falcon7b.py
src/gen.py",Upload the pptx file.,"['models/modelling_RW_falcon7b.py', 'src/gen.py']",['incorrectness']
172,Jerk400/h2ogpt-dev-local,https://github.com/Jerk400/h2ogpt-dev-local/tree/ba56d6471080ec447c7c5347a2d4765ae4dba5b4,exceeding llm content limit,/,Requested tokens exceed context window of 2048,ST,src/enums.py,"1. Set up the application according to the README.md of this project
2. Upload a text document in the application's chat UI. Wait for multiple rounds of processing, and we will receive the following error:
‘...
Regarding completion_chunk",['src/enums.py'],['fail-stops']
173,ushakrishnan/SearchWithOpenAI,https://github.com/ushakrishnan/SearchWithOpenAI/tree/470a5d10f786efbac2feab18330c69365a937599,exceeding llm content limit,exceeding  LLM content limit,1. Glitch when indexing 32mb PDF file.,ST,"common/funs.py/addtostorepdf()
pages/3_Index_PDFnTXT_Into_ChromaDB_Store.py/start_capture()","1.Set up SearchWithOpenAI according to the README.md of this project: https://github.com/ushakrishnan/SearchWithOpenAI/README.md
2. Run: ""streamlit run Home.py""
(
(1)Prompt:
how wood cribs are fastened?
st.warningmethodstreamlit.delta_generator.AlertMixin.warning(body: 'SupportsStr', *, icon: Optional[str] = None) -> 'DeltaGenerator'
Display warning message.

(2)Parameters:
body : str
The warning text to display.
icon : str or None
An optional, keyword-only argument that specifies an emoji to use as
the icon for the alert. Shortcodes are not allowed, please use a
single character instead. E.g. ""🚨"", ""🔥"", ""🤖"", etc.
Defaults to None, which means no icon is displayed.

(3)Documents Persisted in Vector Database: please see: https://github.com/ushakrishnan/SearchWithOpenAI/issues/3)

3. Runs into this error:  IndexError: list index out of range","['common/funs.py', 'pages/3_Index_PDFnTXT_Into_ChromaDB_Store.py']",['fail-stops']
174,EmbraceAGI/LocalAGI,https://github.com/EmbraceAGI/LocalAGI/tree/f2fd7824ee270b8d45b336366ec885a14b809b8b,absence of final output,absence of final output,The program cannot stop.,UI,"local_agi.py
local_agi_zh.py","1. Set up LocalAGI according to the README.md of this project: https://github.com/EmbraceAGI/LocalAGI/blob/main/README.md
2. Set `.env` with:
   LLM_MODEL=chatglm-6b
   OBJECTIVE=Implement a Python code to accept input and print it in the terminal
   INITIAL_TASK=Build a task list
3. And then LocalAGI starts creating and completing tasks in an infinite loop, never stopping.","['local_agi_zh.py', 'local_agi.py']",['unfriendly user interface']
175,EmbraceAGI/LocalAGI,https://github.com/EmbraceAGI/LocalAGI/tree/f2fd7824ee270b8d45b336366ec885a14b809b8b,imprecise knowledge retrieval,/,"There is an issue with how the vector database is queried. The execution_agent function currently uses the objective parameter to query similar documents. The query needs use the task parameter instead, as this would more effectively leverage existing solutions relevant to the specific task being addressed.","IC,SL","local_agi.py
local_agi_mini.py","1.Clone the repository via git clone and cd into the cloned repository.
2.Install the required packages: pip install -r requirements.txt
3.Copy the .env.example file to .env: cp .env.example .env. This is where you will set the following variables.
4.Set your OpenAI API key in the OPENAI_API_KEY and OPENAI_API_MODEL variables. In order to use with Weaviate you will also need to setup additional variables detailed here.
5.Set the name of the table where the task results will be stored in the TABLE_NAME variable.
6.(Optional) Set the name of the BabyAGI instance in the BABY_NAME variable.
7.(Optional) Set the objective of the task management system in the OBJECTIVE variable.
8.(Optional) Set the first task of the system in the INITIAL_TASK variable.
9.Run the script","['local_agi_mini.py', 'local_agi.py']","['incorrectness', 'slower execution']"
176,EmbraceAGI/LocalAGI,https://github.com/EmbraceAGI/LocalAGI/tree/f2fd7824ee270b8d45b336366ec885a14b809b8b,unnecessary llm output,/,The task creation process generating too many unnecessary tasks,"IC,UI","local_agi.py
local_agi_zh.py","1.Clone the Repository
2.Install the Required Packages:
   pip install -r requirements.txt
3.Set Up Environment Variables:
  (1)Copy the .env.example file to .env:
   cp .env.example .env
  (2)Open the .env file and set the following variables:
   OPENAI_API_KEY=your_openai_api_key
   OPENAI_API_MODEL=gpt-3.5-turbo
   TABLE_NAME=your_results_store_name
   COOPERATIVE_MODE=local
(3)Optionally, set other variables:
   BABY_NAME=your_babyagi_instance_name
   OBJECTIVE=""do nothing""
   INITIAL_TASK=""Make a todo list""
4.Run the Script
5.Observe Tasks and Outcomes","['local_agi_zh.py', 'local_agi.py']","['incorrectness', 'unfriendly user interface']"
177,EmbraceAGI/LocalAGI,https://github.com/EmbraceAGI/LocalAGI/tree/f2fd7824ee270b8d45b336366ec885a14b809b8b,incompatible llm output format,/,Task list numbering continues to reset or get misordered.,IC,"local_agi.py
local_agi_zh.py","1.Run the script according to the previously mentioned steps.
2.Observe whether the generated task list shows any numbering inconsistencies or misorder.","['local_agi_zh.py', 'local_agi.py']",['incorrectness']
178,EmbraceAGI/LocalAGI,https://github.com/EmbraceAGI/LocalAGI/tree/f2fd7824ee270b8d45b336366ec885a14b809b8b,insufficient history management,/,Task creation agent ignores task lists in previous task results.,IC,"local_agi.py
local_agi_mini.py
local_agi_zh.py","1.Clone the repository via git clone https://github.com/yoheinakajima/babyagi.git and cd into the cloned repository.
2.Install the required packages: pip install -r requirements.txt
3.Copy the .env.example file to .env: cp .env.example .env. This is where you will set the following variables.
4.Set your OpenAI API key in the OPENAI_API_KEY and OPENAI_API_MODEL variables. In order to use with Weaviate you will also need to setup additional variables detailed here.
5.Set the name of the table where the task results will be stored in the TABLE_NAME variable.
6.(Optional) Set the name of the BabyAGI instance in the BABY_NAME variable.
7.Set the OBJECTIVE variable as ""Have a fun day.""
8.Set the INITIAL_TASK variable as ""1.Make a list of tasks"".
9.Run the script: python babyagi.py
10.After several rounds of task generation, check whether the newly generated task lists ignore the preceding task results.","['local_agi_zh.py', 'local_agi_mini.py', 'local_agi.py']",['incorrectness']
